,id,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,butter type,weight,diameter,mixins,crunch factor,aesthetic appeal
2895,2896,0.0,2.15,800,15.0,28.0,0.99444,8.78,0.61,12.5,6,cubed,10.4,7,"nuts, oats, chocolate",1.64,3
2896,2897,0.38,1.8,540,19.0,101.0,0.9946,8.24,0.44,10.0,7,melted,15.0,7,"chocolate, oats",1.83,3
2897,2898,0.29,2.8,250,37.0,107.0,0.99159,8.31,0.63,11.3,9,melted,13.4,7,raisins,1.26,3
2898,2899,0.34,3.6,400,29.0,121.0,0.99111,8.28,0.48,12.1,9,melted,13.0,7,chocolate,1.35,3
2899,2900,0.28,1.3,260,10.0,56.0,0.99352,8.46,0.45,9.9,7,melted,14.0,7,"chocolate, oats",1.17,3
2900,2901,0.25,1.7,480,39.0,177.0,0.99212,8.28,0.57,10.6,7,melted,13.0,7,"nuts,raisins",1.27,3
2901,2902,0.28,3.7,450,57.0,151.0,0.9913,8.22,0.27,11.2,8,melted,11.4,7,"chocolate, oats",1.14,3
2902,2903,0.42,1.7,490,41.0,122.0,0.993,8.47,0.48,10.5,10,melted,13.6,7,chocolate,1.67,3
2903,2904,0.36,8.8,260,13.0,60.0,0.9956,8.13,0.35,11.05,7,melted,16.6,7,"chocolate, oats",1.65,3
2904,2905,0.26,9.9,590,33.0,181.0,0.9955,8.04,0.42,10.9,8,melted,15.6,7,raisins,1.13,3
2905,2906,0.12,1.3,90,65.0,100.0,0.9874,8.26,0.37,13.5,7,melted,10.0,7,"nuts, oats, chocolate",1.61,3
2906,2907,0.27,6.2,590,23.0,136.0,0.9957,8.3,0.49,10.1,8,melted,13.2,7,raisins,1.71,3
2907,2908,0.26,12.7,490,59.0,195.0,0.99596,8.26,0.54,10.5,8,melted,13.8,7,"nuts,raisins",1.17,3
2908,2909,0.37,1.2,490,6.0,94.0,0.9937,8.18,0.52,10.1,7,melted,16.6,7,"chocolate, oats",1.39,3
2909,2910,0.08,2.1,450,19.0,48.0,0.9949,8.49,0.49,,6,cubed,12.8,7,"nuts, oats, chocolate",1.22,3
2910,2911,0.36,1.8,2220,6.0,16.0,0.998,8.18,0.6,9.5,6,cubed,16.6,7,"nuts, chocolate",1.84,3
2911,2912,0.25,5.8,380,52.0,155.0,0.995,8.28,0.38,9.4,8,melted,12.6,7,chocolate,2.0,3
2912,2913,0.3,3.3,340,30.0,102.0,0.9912,8.08,0.31,12.3,9,melted,14.2,7,raisins,1.31,3
2913,2914,0.34,1.6,490,14.0,132.0,0.994,8.3,0.49,9.5,8,melted,12.6,7,raisins,1.49,3
2914,2915,0.3,9.15,510,25.0,166.0,0.99339,8.24,0.56,11.35,8,melted,13.0,7,chocolate,1.28,3
2915,2916,0.19,3.9,1700,51.0,148.0,0.9986,8.17,0.93,9.2,5,cubed,17.8,7,"nuts, oats, chocolate",1.17,3
2916,2917,0.49,1.1,420,35.0,156.0,0.9917,8.13,0.55,11.3,7,melted,14.8,7,chocolate,1.53,3
2917,2918,0.0,2.2,800,18.0,28.0,0.99765,8.41,0.6,9.4,5,cubed,14.6,7,"nuts, oats",1.78,3
2918,2919,0.36,4.9,830,10.0,133.0,0.9942,8.33,0.37,10.8,8,melted,14.0,7,chocolate,1.15,3
2919,2920,0.49,1.1,420,35.0,156.0,0.9917,8.13,0.55,11.3,7,melted,14.8,7,chocolate,1.73,3
2920,2921,0.42,12.6,2110,37.0,213.0,0.9988,7.99,0.56,9.3,7,melted,16.0,7,"nuts,raisins",1.06,3
2921,2922,1.23,4.6,350,51.0,294.0,0.99018,8.03,0.43,13.1,8,melted,15.2,7,chocolate,1.09,3
2922,2923,0.29,5.35,290,43.0,106.0,0.99112,7.93,0.43,11.5,9,melted,13.2,7,chocolate,1.54,3
2923,2924,0.42,5.3,370,36.0,123.0,0.99321,8.14,0.52,10.9,8,melted,14.0,7,chocolate,1.63,3
2924,2925,0.4,1.3,360,24.0,112.0,0.9932,8.14,0.76,10.0,7,melted,15.2,7,"chocolate, oats",1.8,3
2925,2926,0.13,6.3,360,19.0,50.0,0.99312,8.09,0.25,11.1,6,melted,13.8,7,"nuts, oats",1.22,3
2926,2927,0.3,8.1,470,13.0,114.0,0.9941,8.12,0.35,10.5,8,melted,14.8,7,chocolate,2.0,3
2927,2928,0.3,7.3,1740,46.0,159.0,0.99519,8.18,0.49,9.4,7,melted,12.0,7,raisins,1.48,3
2928,2929,0.22,2.2,720,11.0,41.0,0.9967,8.36,0.55,9.1,5,cubed,16.2,7,"nuts, oats",1.95,3
2929,2930,0.34,4.3,400,34.0,108.0,0.99155,8.14,0.45,12.8,10,melted,15.0,7,"nuts, chocolate",1.47,3
2930,2931,0.3,6.5,280,27.0,87.0,0.9936,8.4,0.42,11.4,9,melted,14.0,7,raisins,1.61,3
2931,2932,0.24,1.6,500,32.0,96.0,0.9934,8.74,0.62,11.5,5,cubed,10.0,7,peanut butter,1.39,3
2932,2933,0.49,1.2,550,18.0,150.0,0.9917,8.23,0.47,11.2,8,melted,14.8,7,"chocolate, oats",1.27,3
2933,2934,0.4,1.3,470,23.0,92.0,0.99232,8.2,0.45,10.0,8,melted,11.8,7,chocolate,1.69,3
2934,2935,0.02,2.5,710,10.0,14.0,0.99538,8.51,0.71,11.7,7,cubed,15.2,7,"nuts, oats",1.47,3
2935,2936,0.42,2.8,900,35.0,73.0,0.999,8.28,0.7,9.5,6,cubed,20.6,7,"nuts,raisins",1.36,3
2936,2937,0.28,1.9,1100,20.0,136.0,0.9972,7.93,1.95,9.9,6,cubed,17.2,7,"nuts, chocolate",1.47,3
2937,2938,0.25,1.1,330,15.0,86.0,0.99044,7.98,0.39,11.2,10,melted,16.0,7,"chocolate, oats",1.97,3
2938,2939,0.09,2.3,490,17.0,99.0,0.9937,8.63,0.63,13.0,5,cubed,11.2,7,"nuts,raisins",1.8,3
2939,2940,0.3,2.7,290,64.0,158.0,0.9916,8.12,0.59,12.0,9,melted,15.8,7,raisins,1.29,3
2940,2941,0.27,15.5,500,25.0,135.0,0.9984,7.9,0.43,8.7,9,melted,14.8,7,"chocolate, oats",1.86,3
2941,2942,0.52,2.2,710,12.0,35.0,1.0006,8.1,0.56,9.0,6,cubed,26.4,7,"nuts, chocolate",1.62,3
2942,2943,0.39,14.2,580,49.0,192.0,0.9979,7.98,0.48,9.0,9,melted,14.4,7,chocolate,1.44,3
2943,2944,0.3,11.1,470,28.0,237.0,0.9981,8.18,0.49,8.7,7,melted,12.4,7,raisins,1.74,3
2944,2945,0.37,1.5,490,28.0,129.0,0.99226,8.15,0.52,10.8,7,melted,14.2,7,chocolate,1.36,3
2945,2946,0.44,1.4,430,25.0,109.0,0.9932,8.11,0.75,10.3,8,melted,15.2,7,"chocolate, oats",1.08,3
2946,2947,0.36,2.5,280,22.0,157.0,0.9938,8.48,0.49,10.6,8,melted,14.4,7,chocolate,1.56,3
2947,2948,0.49,6.4,420,49.0,161.0,0.9945,8.34,0.44,10.4,8,melted,12.8,7,"chocolate, oats",1.35,3
2948,2949,0.04,5.7,460,21.0,87.0,0.9934,8.22,0.51,10.2,7,melted,11.8,7,raisins,1.25,3
2949,2950,0.29,14.4,460,39.0,118.0,0.99834,8.05,0.5,9.1,8,melted,13.2,7,chocolate,1.67,3
2950,2951,0.61,16.2,430,14.0,103.0,0.9987,8.06,0.36,9.2,8,melted,14.4,7,chocolate,1.45,3
2951,2952,0.38,11.8,550,51.0,170.0,1.0004,8.34,0.82,8.9,8,melted,16.8,7,chocolate,1.48,3
2952,2953,0.02,0.8,380,22.0,63.0,0.9932,8.36,0.36,9.3,7,melted,11.8,7,"nuts, chocolate",1.89,3
2953,2954,0.26,12.3,440,24.0,205.0,0.99611,8.11,0.58,9.9,7,melted,12.6,7,raisins,1.7,3
2954,2955,0.26,11.8,530,55.0,173.0,0.99699,8.11,0.6,9.8,7,melted,14.8,7,chocolate,1.72,3
2955,2956,0.33,5.4,280,21.0,75.0,0.99012,8.36,0.41,13.5,9,melted,12.4,7,chocolate,1.12,3
2956,2957,0.22,2.2,790,12.0,48.0,0.9976,8.18,0.51,9.6,5,cubed,18.2,7,"nuts, oats",1.27,3
2957,2958,0.21,1.6,1060,10.0,37.0,0.9966,8.17,0.91,9.5,5,cubed,15.8,7,"nuts, chocolate",1.25,3
2958,2959,0.31,8.0,500,29.0,213.0,0.99596,8.28,0.57,10.4,8,melted,14.0,7,chocolate,1.66,3
2959,2960,0.31,1.7,480,17.0,61.0,0.98953,8.24,0.37,12.0,9,melted,10.4,7,chocolate,1.39,3
2960,2961,0.25,1.2,520,34.0,181.0,0.99352,8.3,0.42,9.4,9,melted,13.2,7,"chocolate, oats",1.45,3
2961,2962,0.34,1.0,350,40.0,86.0,0.98993,8.5,0.42,11.7,7,melted,11.6,7,chocolate,1.36,3
2962,2963,0.24,2.5,2260,5.0,15.0,0.9991,8.32,0.6,9.0,6,cubed,17.4,7,"nuts, oats",1.68,3
2963,2964,0.2,7.6,310,49.0,170.0,0.99558,8.22,0.48,9.5,7,melted,12.2,7,raisins,1.59,3
2964,2965,0.32,8.5,580,47.0,186.0,0.9956,8.19,0.4,9.9,8,melted,14.4,7,chocolate,1.85,3
2965,2966,0.31,1.6,320,36.0,109.0,0.99044,7.97,0.43,11.9,8,melted,15.0,7,chocolate,1.68,3
2966,2967,0.03,2.3,590,32.0,48.0,0.9952,8.52,0.56,12.3,7,cubed,13.2,7,"chocolate, peanut butter",1.04,3
2967,2968,0.29,7.4,280,16.0,87.0,0.99311,8.15,0.56,10.9,9,melted,13.0,7,chocolate,1.38,3
2968,2969,0.31,13.9,400,57.0,135.0,0.99672,8.21,0.38,10.7,7,melted,12.8,7,chocolate,1.59,3
2969,2970,0.49,1.5,310,17.0,122.0,0.9932,8.03,0.4,10.3,8,melted,17.0,7,"chocolate, oats",1.07,3
2970,2971,0.23,14.8,540,28.0,174.0,0.99898,8.18,0.49,9.7,7,melted,15.0,7,"nuts, chocolate",1.1,3
2971,2972,0.28,7.2,400,46.0,179.0,0.99541,8.14,0.6,10.1,8,melted,15.6,7,chocolate,1.09,3
2972,2973,0.32,12.2,480,36.0,125.0,0.9967,7.92,0.54,9.4,8,melted,14.2,7,"chocolate, oats",1.78,3
2973,2974,0.0,1.8,820,5.0,16.0,0.9936,8.5,0.44,11.9,6,cubed,13.2,7,"raisins, oats",1.45,3
2974,2975,0.35,1.8,400,29.0,84.0,0.98961,7.91,0.57,12.0,9,melted,13.6,7,"chocolate, oats",2.0,3
2975,2976,0.44,11.0,500,50.0,245.0,0.9972,8.19,0.57,9.3,6,melted,12.6,7,"nuts, oats, chocolate",1.69,3
2976,2977,0.28,1.1,390,24.0,78.0,0.9899,8.36,0.47,12.1,8,melted,12.4,7,chocolate,1.79,3
2977,2978,0.28,13.3,500,47.0,132.0,0.99655,8.34,0.42,10.1,8,melted,13.8,7,"chocolate, oats",1.75,3
2978,2979,0.46,2.2,910,10.0,41.0,0.99638,8.18,0.69,11.9,6,cubed,19.8,7,"nuts, chocolate",1.07,3
2979,2980,0.3,1.3,530,24.0,186.0,0.99361,8.29,0.54,9.9,6,melted,13.8,7,raisins,1.38,3
2980,2981,0.3,4.6,420,19.0,101.0,0.9946,8.31,0.42,9.3,8,melted,11.4,7,"chocolate, oats",1.05,3
2981,2982,0.4,1.5,730,14.0,21.0,0.99556,8.14,0.51,10.9,6,cubed,19.4,7,chocolate,1.18,3
2982,2983,0.37,1.2,480,22.0,184.0,0.9938,8.09,0.43,9.3,7,melted,15.0,7,raisins,1.35,3
2983,2984,0.1,2.6,680,4.0,14.0,0.99562,8.3,0.47,10.5,5,cubed,14.6,7,"nuts, chocolate",1.33,3
2984,2985,0.25,4.3,540,22.0,111.0,0.9956,8.12,0.49,9.2,7,melted,15.2,7,raisins,1.13,3
2985,2986,0.15,1.8,770,26.0,35.0,0.99314,8.32,0.82,11.6,6,cubed,12.6,7,"nuts,raisins",1.89,3
2986,2987,0.0,1.65,550,7.0,12.0,0.99162,8.47,0.53,12.9,6,cubed,12.8,7,"nuts, oats, chocolate",1.68,3
2987,2988,0.29,2.2,540,19.0,49.0,0.99666,8.4,0.76,10.9,7,cubed,14.8,7,chocolate,1.26,3
2988,2989,0.25,4.8,290,54.0,128.0,0.99074,8.17,0.44,12.2,9,melted,13.0,7,chocolate,1.16,3
2989,2990,0.03,3.2,710,27.0,58.0,0.995,8.61,0.49,12.7,6,cubed,12.8,7,"chocolate, peanut butter",1.41,3
2990,2991,0.26,1.4,600,33.0,154.0,0.9934,8.24,0.56,9.5,8,melted,13.4,7,chocolate,1.77,3
2991,2992,0.09,5.1,380,52.0,97.0,0.99022,8.41,0.4,12.2,9,melted,8.8,7,"nuts,raisins",1.9,3
2992,2993,0.24,2.0,790,16.0,86.0,0.99764,8.34,0.64,9.5,6,cubed,16.4,7,"nuts,raisins",1.59,3
2993,2994,0.56,11.9,430,66.0,230.0,0.9972,8.02,0.63,9.3,7,melted,13.6,7,chocolate,1.64,3
2994,2995,0.45,2.3,710,16.0,40.0,0.9991,8.39,0.62,9.4,5,cubed,19.8,7,"nuts,raisins",1.72,3
2995,2996,0.68,10.9,450,38.0,133.0,0.9978,8.0,0.36,8.7,7,melted,15.0,7,chocolate,1.35,3
2996,2997,0.21,2.2,470,26.0,48.0,0.99661,8.47,0.77,9.7,6,cubed,12.8,7,raisins,1.24,3
2997,2998,0.38,7.5,460,26.0,175.0,0.99662,8.32,0.54,9.6,7,melted,13.4,7,"nuts,raisins",1.68,3
2998,2999,0.47,1.7,540,17.0,32.0,0.99686,8.15,0.67,10.6,7,cubed,23.4,7,chocolate,1.26,3
2999,3000,0.39,4.3,300,31.0,127.0,0.98904,8.46,0.36,12.8,10,melted,8.8,7,raisins,1.86,3
3000,3001,0.39,1.8,430,21.0,159.0,0.9948,8.52,0.47,10.0,7,melted,14.4,7,"chocolate, oats",1.53,3
3001,3002,0.26,5.2,240,36.0,135.0,0.9948,8.16,0.72,10.7,9,melted,13.8,7,chocolate,1.81,3
3002,3003,0.39,1.4,200,12.0,66.0,0.99089,8.25,0.75,11.3,9,melted,13.0,7,chocolate,1.49,3
3003,3004,0.18,1.2,310,40.0,114.0,0.9908,8.42,0.4,11.0,9,melted,11.6,7,chocolate,1.74,3
3004,3005,0.21,2.2,710,7.0,28.0,0.9964,8.28,0.55,9.7,5,cubed,15.2,7,"nuts,raisins",1.14,3
3005,3006,0.21,1.8,810,14.0,31.0,0.99689,8.59,0.66,9.8,5,cubed,12.8,7,"nuts, oats, chocolate",1.55,3
3006,3007,0.52,1.7,290,5.0,61.0,0.9918,8.07,0.43,10.4,7,melted,14.0,7,raisins,1.63,3
3007,3008,0.19,10.5,600,15.0,82.0,0.99588,8.13,0.38,9.9,6,melted,13.2,7,raisins,1.37,3
3008,3009,0.18,1.6,780,10.0,21.0,0.99576,8.15,0.49,9.9,5,cubed,18.4,7,"nuts,raisins",1.34,3
3009,3010,0.34,6.4,420,16.0,111.0,0.99278,7.99,0.4,10.8,8,melted,14.4,7,"chocolate, oats",1.81,3
3010,3011,0.31,1.6,400,39.0,173.0,0.9918,8.19,0.51,11.4,8,melted,14.6,7,chocolate,1.28,3
3011,3012,0.53,3.4,1280,7.0,21.0,0.9992,8.17,0.84,12.2,7,cubed,23.8,7,"nuts, oats, chocolate",1.7,3
3012,3013,0.2,12.6,450,45.0,187.0,0.9972,8.33,0.42,9.5,7,melted,12.0,7,chocolate,1.37,3
3013,3014,0.22,8.1,340,55.0,203.0,0.9961,8.19,0.52,8.9,7,melted,13.6,7,chocolate,1.42,3
3014,3015,0.41,1.3,470,45.0,104.0,0.9917,8.33,0.51,10.6,8,melted,11.8,7,raisins,1.86,3
3015,3016,0.24,12.1,500,55.0,164.0,0.997,8.34,0.39,9.4,7,melted,12.0,7,chocolate,1.9,3
3016,3017,0.25,2.9,770,21.0,45.0,0.9974,8.49,0.96,12.1,6,cubed,15.8,7,"nuts,raisins",1.58,3
3017,3018,0.34,2.4,220,34.0,97.0,0.98915,8.22,0.38,12.8,9,melted,11.2,7,"nuts, chocolate",1.75,3
3018,3019,0.28,7.5,340,40.0,197.0,0.99485,8.14,0.6,9.7,7,melted,12.4,7,raisins,1.22,3
3019,3020,0.32,6.2,480,47.0,161.0,0.99281,8.22,0.6,11.0,8,melted,12.2,7,chocolate,1.68,3
3020,3021,0.49,10.4,480,52.0,195.0,0.9987,8.31,0.44,10.2,8,melted,18.0,7,chocolate,1.87,3
3021,3022,0.3,1.6,450,36.0,139.0,0.99534,8.11,0.49,9.3,7,melted,18.8,7,chocolate,1.92,3
3022,3023,0.21,1.7,450,57.0,135.0,0.99341,8.32,0.44,9.5,5,cubed,11.8,7,"chocolate, oats",1.03,3
3023,3024,0.27,15.5,500,25.0,135.0,0.9984,7.9,0.43,8.7,9,melted,14.8,7,"chocolate, oats",1.24,3
3024,3025,0.32,6.4,340,28.0,97.0,0.9924,8.23,0.44,11.8,8,melted,14.0,7,raisins,1.8,3
3025,3026,0.3,5.3,380,20.0,125.0,0.99204,8.36,0.73,12.6,8,melted,13.2,7,"nuts, chocolate",1.02,3
3026,3027,0.34,3.6,400,29.0,121.0,0.99111,8.28,0.48,12.1,9,melted,13.0,7,chocolate,1.09,3
3027,3028,0.05,2.3,810,16.0,36.0,0.99564,8.38,0.6,10.3,6,cubed,14.4,7,"nuts,raisins",1.3,3
3028,3029,0.25,3.2,480,10.0,57.0,0.996,8.36,0.52,9.5,6,melted,13.6,7,"nuts, oats",1.68,3
3029,3030,0.37,5.1,470,46.0,201.0,0.9938,8.08,0.65,10.5,6,melted,13.6,7,"nuts, chocolate",1.76,3
3030,3031,0.57,2.4,930,30.0,52.0,0.9971,8.19,0.76,11.6,7,cubed,19.8,7,"nuts,raisins",1.55,3
3031,3032,0.3,4.1,540,23.0,116.0,0.994,7.99,0.38,9.4,8,melted,13.8,7,chocolate,1.35,3
3032,3033,0.45,3.3,600,20.0,49.0,0.9972,8.13,0.54,9.6,5,cubed,21.6,7,chocolate,1.61,3
3033,3034,0.38,4.9,390,22.0,86.0,0.98963,8.23,0.58,13.1,9,melted,11.6,7,raisins,1.76,3
3034,3035,0.49,5.9,530,22.0,118.0,0.9954,8.36,0.36,9.4,8,melted,14.0,7,"chocolate, oats",1.15,3
3035,3036,0.4,6.9,500,30.0,97.0,0.9951,8.26,0.44,10.1,8,melted,16.2,7,chocolate,1.49,3
3036,3037,0.31,1.5,350,17.0,83.0,0.99076,8.32,0.44,11.1,9,melted,12.2,7,chocolate,1.87,3
3037,3038,0.23,8.3,510,28.0,91.0,0.9952,8.44,0.55,12.1,6,cubed,13.0,7,raisins,1.57,3
3038,3039,0.14,2.4,850,21.0,40.0,0.9968,8.43,0.63,9.7,6,cubed,13.8,7,"nuts, chocolate",1.32,3
3039,3040,0.33,1.9,740,27.0,85.0,0.99706,8.41,0.58,9.0,5,cubed,15.2,7,"nuts, chocolate",1.88,3
3040,3041,0.31,2.4,140,15.0,143.0,0.99094,8.03,0.65,12.0,6,melted,14.8,7,chocolate,1.94,3
3041,3042,0.58,3.5,940,9.0,43.0,1.0004,8.29,0.58,9.0,5,cubed,19.8,7,"nuts, chocolate",1.77,3
3042,3043,0.23,2.0,680,28.0,138.0,0.99382,8.11,0.62,9.8,7,melted,15.4,7,raisins,1.22,3
3043,3044,0.05,1.5,630,17.0,120.0,0.9932,8.21,0.56,9.2,8,melted,12.0,7,"nuts, chocolate",1.36,3
3044,3045,0.48,2.2,1150,29.0,104.0,0.9918,8.24,0.58,12.1,8,melted,12.8,7,chocolate,1.49,3
3045,3046,0.18,2.9,890,12.0,74.0,0.99738,8.14,0.54,9.4,5,cubed,17.6,7,"nuts,raisins",1.28,3
3046,3047,0.32,3.7,320,29.0,193.0,0.99134,8.1,0.67,12.5,8,melted,14.8,7,chocolate,1.0,3
3047,3048,0.4,2.4,540,18.0,151.0,0.9952,8.04,0.46,9.3,6,melted,18.4,7,chocolate,1.23,3
3048,3049,0.31,1.5,410,34.0,121.0,0.99092,8.06,0.46,10.5,8,melted,13.0,7,"chocolate, oats",1.59,3
3049,3050,0.24,2.0,780,10.0,28.0,0.9983,8.45,0.78,9.5,6,cubed,15.0,7,"nuts,raisins",1.74,3
3050,3051,0.0,10.2,380,13.0,111.0,0.99315,8.44,0.46,12.4,8,melted,11.2,7,chocolate,1.68,3
3051,3052,0.34,2.0,370,40.0,108.0,0.98948,8.19,0.5,12.3,8,melted,11.8,7,chocolate,1.46,3
3052,3053,0.27,4.6,500,23.0,98.0,0.99422,8.08,0.47,9.5,8,melted,15.2,7,"chocolate, oats",1.74,3
3053,3054,0.4,5.7,520,56.0,152.0,0.99398,8.16,0.88,10.5,8,melted,12.0,7,chocolate,1.49,3
3054,3055,0.37,15.4,2140,55.0,95.0,1.00369,8.18,0.77,9.0,6,cubed,20.4,7,"nuts,raisins",1.24,3
3055,3056,0.22,1.2,380,5.0,124.0,0.99098,8.1,0.37,11.2,6,melted,13.4,7,chocolate,1.24,3
3056,3057,0.03,1.6,720,17.0,42.0,0.9956,8.37,0.48,9.0,4,cubed,14.6,7,"nuts,raisins",1.77,3
3057,3058,0.24,1.3,440,38.0,128.0,0.99362,8.77,0.6,10.6,7,melted,11.6,7,"chocolate, oats",1.45,3
3058,3059,0.44,1.6,1470,36.0,51.0,0.99836,8.38,0.86,9.9,4,cubed,23.2,7,"nuts, chocolate",1.93,3
3059,3060,0.38,6.8,450,29.0,122.0,0.9925,8.19,0.37,12.6,9,melted,14.6,7,"nuts, chocolate",1.44,3
3060,3061,0.19,14.5,420,37.0,115.0,0.99684,8.16,0.43,10.3,7,melted,11.8,7,raisins,1.7,3
3061,3062,0.05,2.3,810,16.0,36.0,0.99564,8.38,0.6,10.3,6,cubed,14.4,7,"nuts,raisins",1.29,3
3062,3063,0.32,18.75,470,32.0,193.0,1.00014,8.1,0.5,9.3,9,melted,15.2,7,"chocolate, oats",1.39,3
3063,3064,0.37,1.1,430,36.0,113.0,0.991,8.39,0.48,12.7,10,melted,14.6,7,raisins,1.23,3
3064,3065,0.24,10.0,930,35.0,197.0,0.9981,8.41,0.47,9.0,7,melted,14.4,7,"nuts,raisins",1.71,3
3065,3066,0.24,9.0,300,42.0,219.0,0.99636,8.47,0.46,10.2,8,melted,14.0,7,chocolate,1.62,3
3066,3067,0.31,6.5,290,53.0,160.0,0.99276,8.03,0.38,10.9,8,melted,15.0,7,"chocolate, oats",1.52,3
3067,3068,0.26,6.0,340,42.0,134.0,0.9912,8.38,0.38,12.3,9,melted,12.0,7,raisins,1.03,3
3068,3069,0.24,13.8,470,44.0,112.0,0.99837,7.97,0.66,8.8,8,melted,11.4,7,chocolate,1.96,3
3069,3070,0.42,1.1,360,19.0,113.0,0.98871,8.1,0.46,12.6,9,melted,11.6,7,raisins,1.91,3
3070,3071,0.47,11.6,480,62.0,210.0,0.9968,8.19,0.5,9.5,7,melted,12.4,7,chocolate,1.47,3
3071,3072,0.07,1.6,760,6.0,15.0,0.9962,8.44,0.58,10.7,5,cubed,13.2,7,"nuts, oats",1.91,3
3072,3073,0.35,6.3,360,12.0,126.0,0.9924,8.16,0.39,12.0,9,melted,15.2,7,raisins,1.61,3
3073,3074,0.33,1.8,590,16.0,28.0,0.99531,8.36,0.64,10.1,6,cubed,13.0,7,"nuts, oats, chocolate",1.96,3
3074,3075,0.21,1.5,690,4.0,9.0,0.99458,8.16,0.54,9.8,6,cubed,15.4,7,"nuts,raisins",1.93,3
3075,3076,0.35,13.5,380,49.0,118.0,0.99546,8.0,0.63,10.7,8,melted,13.8,7,"chocolate, oats",1.02,3
3076,3077,0.44,7.1,480,49.0,179.0,0.99528,8.15,0.48,9.2,7,melted,12.8,7,chocolate,1.03,3
3077,3078,0.3,8.5,590,24.0,152.0,0.99615,8.46,0.64,11.0,9,melted,13.4,7,raisins,1.15,3
3078,3079,0.01,1.8,880,12.0,18.0,0.99568,8.32,0.56,10.5,7,cubed,15.4,7,"nuts,raisins",1.81,3
3079,3080,0.36,4.6,420,56.0,178.0,0.9928,8.29,0.47,12.0,8,melted,16.0,7,raisins,1.75,3
3080,3081,0.35,1.2,380,22.0,167.0,0.9912,8.1,0.48,10.6,8,melted,12.4,7,chocolate,1.0,3
3081,3082,0.32,1.5,440,19.0,142.0,0.9921,8.1,0.43,9.9,8,melted,13.6,7,chocolate,1.98,3
3082,3083,0.2,1.8,770,11.0,65.0,0.9971,8.54,0.58,9.3,5,cubed,13.6,7,"nuts, oats, chocolate",1.98,3
3083,3084,0.14,1.2,550,24.0,84.0,0.9941,8.15,0.43,8.9,7,melted,14.2,7,raisins,1.06,3
3084,3085,0.26,7.9,500,53.0,180.0,0.99514,8.14,0.5,9.6,7,melted,12.8,7,raisins,1.92,3
3085,3086,0.28,3.3,440,18.0,91.0,0.993,8.42,0.64,10.8,8,melted,13.2,7,"chocolate, oats",1.55,3
3086,3087,0.45,5.4,300,15.0,118.0,0.9954,8.14,0.34,9.6,7,melted,16.4,7,"nuts, oats, chocolate",1.04,3
3087,3088,0.29,1.8,360,38.0,102.0,0.98819,8.08,0.42,13.7,9,melted,13.2,7,chocolate,1.51,3
3088,3089,0.53,1.8,4130,9.0,26.0,0.9979,8.06,1.06,9.1,6,cubed,16.8,7,raisins,1.47,3
3089,3090,0.28,8.7,470,52.0,242.0,0.9952,8.22,0.53,10.5,8,melted,13.6,7,"chocolate, oats",1.97,3
3090,3091,0.24,2.2,950,19.0,42.0,0.9946,8.57,0.57,11.7,6,cubed,12.4,7,raisins,1.12,3
3091,3092,0.32,9.2,380,54.0,191.0,0.9966,8.04,0.56,9.7,8,melted,15.0,7,chocolate,1.63,3
3092,3093,0.51,7.6,490,35.0,200.0,0.99548,8.16,0.54,9.4,6,melted,12.6,7,chocolate,1.06,3
3093,3094,0.08,4.9,460,34.0,144.0,0.99445,8.1,0.56,10.0,7,melted,12.8,7,"nuts, chocolate",1.84,3
3094,3095,0.43,1.7,670,22.0,50.0,0.9946,8.38,0.6,11.9,6,cubed,16.0,7,chocolate,1.12,3
3095,3096,0.05,1.9,660,9.0,17.0,0.99496,8.52,0.78,10.6,5,cubed,12.0,7,"nuts, oats, chocolate",1.73,3
3096,3097,0.41,1.3,360,42.0,118.0,0.99018,8.04,0.64,11.7333,8,melted,12.0,7,chocolate,1.19,3
3097,3098,0.55,2.0,730,25.0,49.0,0.9997,8.1,0.76,10.3,6,cubed,24.0,7,"nuts, chocolate",1.04,3
3098,3099,0.17,12.0,460,65.0,-99.0,0.9976,8.15,0.38,9.0,8,melted,12.0,7,raisins,1.33,3
3099,3100,0.33,1.7,610,3.0,13.0,0.996,8.23,1.1,10.0,8,cubed,14.4,7,raisins,2.0,3
3100,3101,0.29,8.5,370,124.0,208.0,0.99395,7.9,0.38,11.0,5,melted,18.8,7,chocolate,1.63,3
3101,3102,0.38,4.75,330,23.0,94.0,0.991,8.42,0.42,11.8,9,melted,11.6,7,raisins,1.09,3
3102,3103,0.37,1.8,510,13.0,200.0,0.9945,8.49,0.44,10.5,6,melted,12.2,7,raisins,1.69,3
3103,3104,0.29,7.3,440,56.0,244.0,0.9956,8.36,0.55,10.0,8,melted,12.4,7,raisins,1.44,3
3104,3105,0.5,1.8,710,7.0,16.0,0.99462,8.21,0.69,12.5,8,cubed,18.2,7,"nuts, chocolate",1.1,3
3105,3106,0.19,7.8,400,48.0,184.0,0.99579,8.16,0.5,9.4,7,melted,14.2,7,chocolate,1.87,3
3106,3107,0.39,1.2,360,32.0,85.0,0.9918,8.16,0.5,10.5,7,melted,14.4,7,"chocolate, oats",1.31,3
3107,3108,0.49,1.6,650,17.0,143.0,0.9937,8.22,0.52,9.2,8,melted,12.4,7,chocolate,1.27,3
